1792
2195
1698
3296
1645
1722
1026
1416
1895
2306
1239
1561
1571
1742
1559
1050
1497
2318
1080
1997
1955
1561
1976
1838
2259
1210
1440
1579
2139
2125
1822
1641
1965
1241
2114
2213
1588
2078
1930
1267
1440
1201
1470
1387
2212
1775
1288
1830
1870
977
1045
1487
1696
